Fecha Desde; Fecha Hasta; Código Variedad; Descripción Variedad; Origen; Descripción Origen; Kilos; Precio Más Frecuente; Precio Máximo; Precio Mínimo
20230101;20230131; CA 0101; VACUNO CANAL                  ;1; ALAVA               ;20105;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;6; BADAJOZ             ;7452;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;8; BARCELONA           ;206752;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;10; CACERES             ;1270149;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;14; CORDOBA             ;38580;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;15; LA CORUÑA           ;20320;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;17; GERONA              ;46992;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;19; GUADALAJARA         ;39785;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;24; LEON                ;22980;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;25; LERIDA              ;66033;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;27; LUGO                ;73920;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;28; MADRID              ;1059663;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;30; MURCIA              ;20700;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;31; NAVARRA             ;17892;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;32; ORENSE              ;32740;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;33; ASTURIAS            ;138177;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;36; PONTEVEDRA          ;130520;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;37; SALAMANCA           ;151240;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;39; CANTABRIA           ;7845;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;40; SEGOVIA             ;4400;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;41; SEVILLA             ;59132;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;45; TOLEDO              ;854430;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;46; VALENCIA            ;165525;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;47; VALLADOLID          ;130064;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;49; ZAMORA              ;53469;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;50; ZARAGOZA            ;35344;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;60; FRANCIA             ;234321;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;61; ALEMANIA            ;347085;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;62; ITALIA              ;188490;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;64; BELGICA             ;97034;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;65; HOLANDA             ;341825;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;67; IRLANDA             ;23820;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;69; PORTUGAL            ;78641;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;70; DINAMARCA           ;25050;5,92;5,92;5,92
20230101;20230131; CA 0101; VACUNO CANAL                  ;81; AUSTRIA             ;50900;5,92;5,92;5,92
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;1; ALAVA               ;14960;13,02;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;5; AVILA               ;2250;13,3;13,3;13,3
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;6; BADAJOZ             ;4264;13,3;13,3;13,3
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;8; BARCELONA           ;72765;12,96;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;9; BURGOS              ;27530;12,47;12,47;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;10; CACERES             ;248878;12,95;13,46;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;14; CORDOBA             ;39620;13,17;13,46;12,82
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;15; LA CORUÑA           ;15430;13,06;13,3;12,82
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;16; CUENCA              ;4900;12,47;12,47;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;17; GERONA              ;14126;12,86;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;19; GUADALAJARA         ;4920;12,47;12,47;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;24; LEON                ;7670;12,47;12,47;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;25; LERIDA              ;26473;13,02;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;27; LUGO                ;45449;12,82;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;28; MADRID              ;118700;13;13,46;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;30; MURCIA              ;3930;12,47;12,47;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;31; NAVARRA             ;1993;13,46;13,46;13,46
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;33; ASTURIAS            ;54802;13,03;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;36; PONTEVEDRA          ;58470;12,87;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;37; SALAMANCA           ;12820;12,89;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;39; CANTABRIA           ;5478;12,47;12,47;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;40; SEGOVIA             ;2520;12,82;12,82;12,82
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;41; SEVILLA             ;19895;12,81;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;42; SORIA               ;2440;12,47;12,47;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;43; TARRAGONA           ;2020;12,47;12,47;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;45; TOLEDO              ;84676;13,02;13,46;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;46; VALENCIA            ;204119;12,91;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;47; VALLADOLID          ;94520;12,9;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;48; VIZCAYA             ;1936;12,82;12,82;12,82
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;49; ZAMORA              ;32045;13,04;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;50; ZARAGOZA            ;23517;12,86;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;60; FRANCIA             ;100155;12,87;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;61; ALEMANIA            ;114265;12,8;13,3;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;62; ITALIA              ;59825;13,08;13,46;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;64; BELGICA             ;20352;12,65;12,82;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;65; HOLANDA             ;296699;12,83;13,46;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;67; IRLANDA             ;40990;12,64;13,46;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;69; PORTUGAL            ;7680;12,47;12,47;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;70; DINAMARCA           ;53046;12,85;13,46;12,47
20230101;20230131; CA 0207; VACUNO DESPIECE AÑOJO         ;81; AUSTRIA             ;21315;12,87;13,3;12,47
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;1; ALAVA               ;14960;11,41;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;5; AVILA               ;2250;11,66;11,66;11,66
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;6; BADAJOZ             ;4264;11,66;11,66;11,66
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;8; BARCELONA           ;72765;11,33;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;9; BURGOS              ;27530;10,9;10,9;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;10; CACERES             ;248878;11,32;11,85;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;14; CORDOBA             ;39620;11,53;11,85;11,16
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;15; LA CORUÑA           ;15430;11,41;11,66;11,16
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;16; CUENCA              ;4900;10,9;10,9;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;17; GERONA              ;14126;11,24;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;19; GUADALAJARA         ;4920;10,9;10,9;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;24; LEON                ;7670;10,9;10,9;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;25; LERIDA              ;26473;11,41;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;27; LUGO                ;45449;11,21;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;28; MADRID              ;118700;11,37;11,85;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;30; MURCIA              ;3930;10,9;10,9;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;31; NAVARRA             ;1993;11,85;11,85;11,85
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;33; ASTURIAS            ;54802;11,41;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;36; PONTEVEDRA          ;58470;11,26;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;37; SALAMANCA           ;12820;11,28;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;39; CANTABRIA           ;5478;10,9;10,9;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;40; SEGOVIA             ;2520;11,16;11,16;11,16
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;41; SEVILLA             ;19895;11,2;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;42; SORIA               ;2440;10,9;10,9;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;43; TARRAGONA           ;2020;10,9;10,9;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;45; TOLEDO              ;84676;11,4;11,85;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;46; VALENCIA            ;204119;11,29;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;47; VALLADOLID          ;94520;11,29;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;48; VIZCAYA             ;1936;11,16;11,16;11,16
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;49; ZAMORA              ;32045;11,41;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;50; ZARAGOZA            ;23517;11,24;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;60; FRANCIA             ;100155;11,26;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;61; ALEMANIA            ;114265;11,2;11,66;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;62; ITALIA              ;59825;11,46;11,85;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;64; BELGICA             ;20352;11,03;11,16;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;65; HOLANDA             ;296699;11,22;11,85;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;67; IRLANDA             ;40990;11,06;11,85;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;69; PORTUGAL            ;7680;10,9;10,9;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;70; DINAMARCA           ;53046;11,24;11,85;10,9
20230101;20230131; CA 0208; VACUNO DESPIECE VACA          ;81; AUSTRIA             ;21315;11,26;11,66;10,9
20230101;20230131; CA 0301; VACUNO CASQUERIA              ;10; CACERES             ;141912;3,3;3,39;3,27
20230101;20230131; CA 0301; VACUNO CASQUERIA              ;24; LEON                ;740;3,33;3,33;3,33
20230101;20230131; CA 0301; VACUNO CASQUERIA              ;28; MADRID              ;14640;3,33;3,33;3,33
20230101;20230131; CA 0301; VACUNO CASQUERIA              ;32; ORENSE              ;5380;3,27;3,27;3,27
20230101;20230131; CA 0301; VACUNO CASQUERIA              ;45; TOLEDO              ;17360;3,31;3,33;3,27
20230101;20230131; CA 9901; VACUNO FRESCO SIN ESPECIF     ;51; NACIONAL SIN ASIGNAR;14760849;0;0;0
20230101;20230131; CA 9901; VACUNO FRESCO SIN ESPECIF     ;400; IMPORTACION SIN ASIG;7994051;0;0;0
20230101;20230131; CB 0101; OVINO CANAL                   ;6; BADAJOZ             ;49526;9,28;9,9;8,9
20230101;20230131; CB 0101; OVINO CANAL                   ;9; BURGOS              ;5756;8,9;8,9;8,9
20230101;20230131; CB 0101; OVINO CANAL                   ;10; CACERES             ;45709;9,2;9,9;8,9
20230101;20230131; CB 0101; OVINO CANAL                   ;13; CIUDAD REAL         ;5360;9,9;9,9;9,9
20230101;20230131; CB 0101; OVINO CANAL                   ;19; GUADALAJARA         ;3082;8,9;8,9;8,9
20230101;20230131; CB 0101; OVINO CANAL                   ;24; LEON                ;9805;9,4;9,9;8,9
20230101;20230131; CB 0101; OVINO CANAL                   ;36; PONTEVEDRA          ;4581;9,9;9,9;9,9
20230101;20230131; CB 0101; OVINO CANAL                   ;40; SEGOVIA             ;23260;8,9;8,9;8,9
20230101;20230131; CB 0101; OVINO CANAL                   ;42; SORIA               ;8573;9,9;9,9;9,9
20230101;20230131; CB 0101; OVINO CANAL                   ;47; VALLADOLID          ;3860;8,9;8,9;8,9
20230101;20230131; CB 0101; OVINO CANAL                   ;49; ZAMORA              ;22390;8,9;8,9;8,9
20230101;20230131; CB 0101; OVINO CANAL                   ;50; ZARAGOZA            ;27258;9,4;9,9;8,9
20230101;20230131; CB 0101; OVINO CANAL                   ;62; ITALIA              ;112315;9,36;9,9;8,9
20230101;20230131; CB 0101; OVINO CANAL                   ;68; GRECIA              ;5894;9,9;9,9;9,9
20230101;20230131; CB 0201; OVINO DESPIECE                ;6; BADAJOZ             ;16308;10,05;10,65;9,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;9; BURGOS              ;3682;9,65;9,65;9,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;10; CACERES             ;19471;9,98;10,65;9,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;19; GUADALAJARA         ;2738;9,65;9,65;9,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;22; HUESCA              ;6640;10,65;10,65;10,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;24; LEON                ;2136;10,15;10,65;9,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;36; PONTEVEDRA          ;13099;10,65;10,65;10,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;40; SEGOVIA             ;2500;10,15;10,65;9,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;42; SORIA               ;10197;10,15;10,65;9,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;49; ZAMORA              ;47425;10,05;10,65;9,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;50; ZARAGOZA            ;18326;10,15;10,65;9,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;62; ITALIA              ;78072;10,07;10,65;9,65
20230101;20230131; CB 0201; OVINO DESPIECE                ;68; GRECIA              ;3286;10,65;10,65;10,65
20230101;20230131; CB 9901; OVINO FRESCO SIN ESPECIF.     ;51; NACIONAL SIN ASIGNAR;654356;0;0;0
20230101;20230131; CB 9901; OVINO FRESCO SIN ESPECIF.     ;400; IMPORTACION SIN ASIG;371323;0;0;0
20230101;20230131; CC 0101; PORCINO CANAL                 ;5; AVILA               ;23120;2,8;2,8;2,8
20230101;20230131; CC 0101; PORCINO CANAL                 ;8; BARCELONA           ;307774;2,8;2,8;2,8
20230101;20230131; CC 0101; PORCINO CANAL                 ;16; CUENCA              ;89152;2,8;2,8;2,8
20230101;20230131; CC 0101; PORCINO CANAL                 ;17; GERONA              ;29920;2,82;2,83;2,8
20230101;20230131; CC 0101; PORCINO CANAL                 ;22; HUESCA              ;16480;2,8;2,8;2,8
20230101;20230131; CC 0101; PORCINO CANAL                 ;23; JAEN                ;8180;2,83;2,83;2,83
20230101;20230131; CC 0101; PORCINO CANAL                 ;28; MADRID              ;40462;2,81;2,83;2,8
20230101;20230131; CC 0101; PORCINO CANAL                 ;29; MALAGA              ;13040;2,83;2,83;2,83
20230101;20230131; CC 0101; PORCINO CANAL                 ;37; SALAMANCA           ;72861;2,81;2,83;2,8
20230101;20230131; CC 0101; PORCINO CANAL                 ;40; SEGOVIA             ;330600;2,8;2,8;2,8
20230101;20230131; CC 0101; PORCINO CANAL                 ;45; TOLEDO              ;127444;2,8;2,8;2,8
20230101;20230131; CC 0101; PORCINO CANAL                 ;47; VALLADOLID          ;4521;2,8;2,8;2,8
20230101;20230131; CC 0101; PORCINO CANAL                 ;50; ZARAGOZA            ;2147222;2,8;2,83;2,8
20230101;20230131; CC 0201; PORCINO DESPIECE              ;1; ALAVA               ;12500;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;8; BARCELONA           ;299522;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;9; BURGOS              ;24880;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;14; CORDOBA             ;22460;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;16; CUENCA              ;332855;4,66;4,67;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;17; GERONA              ;30840;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;28; MADRID              ;54755;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;29; MALAGA              ;89228;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;30; MURCIA              ;22385;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;31; NAVARRA             ;4582;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;37; SALAMANCA           ;26040;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;40; SEGOVIA             ;100132;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;41; SEVILLA             ;18672;4,66;4,67;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;45; TOLEDO              ;158546;4,66;4,67;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;47; VALLADOLID          ;1374;4,66;4,66;4,66
20230101;20230131; CC 0201; PORCINO DESPIECE              ;50; ZARAGOZA            ;187678;4,66;4,66;4,66
20230101;20230131; CC 0301; PORCINO CASQUERIA             ;8; BARCELONA           ;32156;1,97;1,97;1,97
20230101;20230131; CC 0301; PORCINO CASQUERIA             ;10; CACERES             ;18520;1,97;1,97;1,97
20230101;20230131; CC 0301; PORCINO CASQUERIA             ;16; CUENCA              ;16436;1,97;1,97;1,97
20230101;20230131; CC 0301; PORCINO CASQUERIA             ;28; MADRID              ;30939;1,97;1,97;1,97
20230101;20230131; CC 0301; PORCINO CASQUERIA             ;40; SEGOVIA             ;5620;1,97;1,97;1,97
20230101;20230131; CC 0301; PORCINO CASQUERIA             ;45; TOLEDO              ;160354;1,95;1,97;1,72
20230101;20230131; CC 0501; PORCINO ELABORADO             ;8; BARCELONA           ;301145;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;9; BURGOS              ;73302;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;10; CACERES             ;4760;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;14; CORDOBA             ;16180;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;15; LA CORUÑA           ;11840;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;16; CUENCA              ;24420;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;17; GERONA              ;110440;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;24; LEON                ;16472;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;26; LA RIOJA            ;18060;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;28; MADRID              ;239232;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;29; MALAGA              ;5400;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;30; MURCIA              ;211205;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;33; ASTURIAS            ;44645;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;37; SALAMANCA           ;938386;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;40; SEGOVIA             ;5620;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;43; TARRAGONA           ;12160;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;45; TOLEDO              ;316691;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;46; VALENCIA            ;191988;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;47; VALLADOLID          ;4399;0;0;0
20230101;20230131; CC 0501; PORCINO ELABORADO             ;50; ZARAGOZA            ;155037;0;0;0
20230101;20230131; CC 9901; PORCINO FRESCO SIN ESPECI     ;51; NACIONAL SIN ASIGNAR;61408;0;0;0
20230101;20230131; CE 0101; HUEVOS                        ;9; BURGOS              ;4521;2,17;2,6;1,92
20230101;20230131; CE 0101; HUEVOS                        ;15; LA CORUÑA           ;5742;2,17;2,6;1,92
20230101;20230131; CE 0101; HUEVOS                        ;19; GUADALAJARA         ;229603;2,14;2,6;1,9
20230101;20230131; CE 0101; HUEVOS                        ;27; LUGO                ;196743;2,14;2,6;1,9
20230101;20230131; CE 0101; HUEVOS                        ;28; MADRID              ;29973;2,15;2,6;1,9
20230101;20230131; CE 0101; HUEVOS                        ;40; SEGOVIA             ;5960;2,14;2,6;1,9
20230101;20230131; CE 0101; HUEVOS                        ;45; TOLEDO              ;9352;2,17;2,6;1,92
20230101;20230131; CE 0101; HUEVOS                        ;69; PORTUGAL            ;7140;2,17;2,6;1,92
20230101;20230131; CE 0201; POLLO                         ;1; ALAVA               ;545250;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;3; ALICANTE            ;162391;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;5; AVILA               ;39092;2,49;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;15; LA CORUÑA           ;4858;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;17; GERONA              ;22100;2,43;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;19; GUADALAJARA         ;147074;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;22; HUESCA              ;2660;2,5;4,3;2,45
20230101;20230131; CE 0201; POLLO                         ;24; LEON                ;90354;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;25; LERIDA              ;66245;2,46;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;27; LUGO                ;212807;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;28; MADRID              ;597584;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;31; NAVARRA             ;431633;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;32; ORENSE              ;989048;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;36; PONTEVEDRA          ;40232;2,44;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;38; STA.CRUZ DE TENERIFE;3860;2,4;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;40; SEGOVIA             ;53090;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;41; SEVILLA             ;144370;2,44;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;43; TARRAGONA           ;48260;2,46;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;45; TOLEDO              ;70978;2,44;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;46; VALENCIA            ;28593;2,43;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;47; VALLADOLID          ;13082;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;49; ZAMORA              ;8120;2,5;4,3;2,45
20230101;20230131; CE 0201; POLLO                         ;50; ZARAGOZA            ;53454;2,45;4,3;2,3
20230101;20230131; CE 0201; POLLO                         ;70; DINAMARCA           ;20845;2,4;4,3;2,3
20230101;20230131; CE 0301; PAVO                          ;3; ALICANTE            ;6300;3,85;3,85;3,85
20230101;20230131; CE 0301; PAVO                          ;5; AVILA               ;25168;3,85;3,85;3,8
20230101;20230131; CE 0301; PAVO                          ;17; GERONA              ;3560;3,85;3,85;3,85
20230101;20230131; CE 0301; PAVO                          ;19; GUADALAJARA         ;15340;3,85;3,85;3,8
20230101;20230131; CE 0301; PAVO                          ;25; LERIDA              ;4568;4,25;5,5;4,25
20230101;20230131; CE 0301; PAVO                          ;28; MADRID              ;131304;3,85;3,85;3,8
20230101;20230131; CE 0301; PAVO                          ;41; SEVILLA             ;687610;3,88;5,5;3,8
20230101;20230131; CE 0301; PAVO                          ;43; TARRAGONA           ;57640;3,88;5,5;3,8
20230101;20230131; CE 0301; PAVO                          ;46; VALENCIA            ;4595;3,85;3,85;3,85
20230101;20230131; CE 0301; PAVO                          ;47; VALLADOLID          ;3413;3,85;3,85;3,85
20230101;20230131; CE 0301; PAVO                          ;50; ZARAGOZA            ;48923;3,85;3,85;3,8
20230101;20230131; CE 0401; CODORNIZ                      ;25; LERIDA              ;2743;0;0;0
20230101;20230131; CE 0601; CONEJO                        ;15; LA CORUÑA           ;6420;6,45;7,04;6,45
20230101;20230131; CE 0601; CONEJO                        ;25; LERIDA              ;8748;7,04;7,15;6,45
20230101;20230131; CE 0601; CONEJO                        ;36; PONTEVEDRA          ;282418;6,63;7,15;6,45
20230101;20230131; CE 0601; CONEJO                        ;46; VALENCIA            ;4752;6,7;7,15;6,7
20230101;20230131; CE 0601; CONEJO                        ;47; VALLADOLID          ;159853;6,62;7,15;6,45
20230101;20230131; CE 0601; CONEJO                        ;60; FRANCIA             ;4440;6,45;7,04;6,45
20230101;20230131; CE 0901; AVICOLA ELABORADO             ;50; ZARAGOZA            ;30983;0;0;0
20230101;20230131; CI 0201; PORCINO DESPIECE CONG.        ;8; BARCELONA           ;8780;0;0;0
